78.0068 10.0576
78.0068 10.2219
78.0068 10.3862
78.0068 10.5505
78.0068 10.7148
78.0068 10.8791
78.0068 11.0434
78.0068 11.2077
78.0068 11.372
78.0068 11.5363
78.0068 11.7006
78.0068 11.8649
78.0068 12.0292
78.0068 12.1935
78.0068 12.3578
78.0068 12.5221
78.0068 12.6864
78.0068 12.8507
78.0068 13.015
78.0068 13.1793
78.0068 13.3436
78.0068 13.5079
78.0068 13.6722
78.0068 13.8365
78.0068 14.0008
78.0068 14.1651
78.0068 14.3294
78.0068 14.4937
78.0068 14.658
78.0068 14.8223
78.0068 14.9866
78.0068 15.1509
78.0068 15.3152
78.0068 15.4795
78.0068 15.6438
78.0068 15.8081
78.0068 15.9724
78.0068 16.1367
78.0068 16.301
78.0068 16.4653
78.0068 16.6296
78.0068 16.7939
78.0068 16.9582
78.0068 17.1225
78.0068 17.2868
78.0068 17.4511
78.0068 17.6154
78.0068 17.7797
78.0068 17.944
78.0068 18.1083
78.0068 18.2726
78.0068 18.4369
78.0068 18.6012
78.0068 18.7655
78.0068 18.9298
78.0068 19.0941
78.0068 19.2584
78.0068 19.4227
78.0068 19.587
78.0068 19.7513
78.0068 19.9156
78.0068 20.0799
78.0068 20.2442
78.0068 20.4085
78.0068 20.5728
78.0068 20.7371
78.0068 20.9014
78.0068 21.0657
78.0068 21.23
78.0068 21.3943
78.0068 21.5586
78.0068 21.7229
78.0068 21.8872
78.0068 22.0515
78.0068 22.2158
78.0068 22.3801
78.0068 22.5444
78.0068 22.7087
78.0068 22.873
78.0068 23.0373
78.0068 23.2016
78.0068 23.3659
78.0068 23.5302
78.0068 23.6945
78.0068 23.8588
78.0068 24.0231
78.0068 24.1874
78.0068 24.3517
78.0068 24.516
78.0068 24.6803
78.0068 24.8446
78.0068 25.0089
78.0068 25.1732
78.0068 25.3375
78.0068 25.5018
78.0068 25.6661
78.0068 25.8304
78.0068 25.9947
78.0068 26.159
78.0068 26.3233
78.0068 26.4876
78.0068 26.6519
78.0068 26.8162
78.0068 26.9805
78.0068 27.1448
78.0068 27.3091
78.0068 27.4734
78.0068 27.6377
78.0068 27.802
78.0068 27.9663
78.0068 28.1306
78.0068 28.2949
78.0068 28.4592
78.0068 28.6235
78.0068 28.7878
78.0068 28.9521
78.0068 29.1164
78.0068 29.2807
78.0068 29.445
78.0068 29.6093
